,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Prev Close,log_return,perc_return
0,2019-01-02,BZ=F,54.25,56.560001373291016,52.5,54.90999984741211,54.90999984741211,43517,,,
1,2019-01-03,BZ=F,54.77000045776367,56.290000915527344,53.93000030517578,55.95000076293945,55.95000076293945,36535,54.90999984741211,0.01876296988211938,0.018940100499314827
2,2019-01-04,BZ=F,55.58000183105469,58.29999923706055,55.36000061035156,57.060001373291016,57.060001373291016,42426,55.95000076293945,0.0196449214588163,0.019839152729499432
3,2019-01-07,BZ=F,57.369998931884766,58.91999816894531,57.279998779296875,57.33000183105469,57.33000183105469,41677,57.060001373291016,0.004720709006303803,0.004731869107350795
4,2019-01-08,BZ=F,57.630001068115234,58.86000061035156,57.11000061035156,58.720001220703125,58.720001220703125,34135,57.33000183105469,0.02395632623565265,0.02424558425350498
5,2019-01-09,BZ=F,58.650001525878906,61.68000030517578,58.619998931884766,61.439998626708984,61.439998626708984,38989,58.720001220703125,0.045280661392873726,0.04632148074695297
6,2019-01-10,BZ=F,61.33000183105469,61.900001525878906,60.45000076293945,61.68000030517578,61.68000030517578,31333,61.439998626708984,0.003898667715126005,0.0039062774061076055
7,2019-01-11,BZ=F,61.25,62.470001220703125,60.08000183105469,60.47999954223633,60.47999954223633,31369,61.68000030517578,-0.019647009900367003,-0.019455265191345328
8,2019-01-14,BZ=F,60.540000915527344,61.02000045776367,58.90999984741211,58.9900016784668,58.9900016784668,31241,60.47999954223633,-0.024944757834037812,-0.024636208251439973
9,2019-01-15,BZ=F,59.2599983215332,60.849998474121094,59.11000061035156,60.63999938964844,60.63999938964844,29948,58.9900016784668,0.027586764800556062,0.027970802919708104
10,2019-01-16,BZ=F,60.63999938964844,61.43000030517578,60.040000915527344,61.31999969482422,61.31999969482422,32025,60.63999938964844,0.011151317757887446,0.011213725462072777
11,2019-01-17,BZ=F,61.18000030517578,61.540000915527344,60.040000915527344,61.18000030517578,61.18000030517578,30131,61.31999969482422,-0.002285705315919485,-0.002283095080645503
12,2019-01-18,BZ=F,61.189998626708984,62.9900016784668,61.060001373291016,62.70000076293945,62.70000076293945,39637,61.18000030517578,0.024541116096048442,0.024844727855208637
13,2019-01-22,BZ=F,62.7400016784668,63.119998931884766,60.58000183105469,61.5,61.5,53602,62.70000076293945,-0.019324284994496097,-0.019138767916072275
14,2019-01-23,BZ=F,61.56999969482422,62.29999923706055,60.220001220703125,61.13999938964844,61.13999938964844,35364,61.5,-0.0058708683326356235,-0.005853668461000994
15,2019-01-24,BZ=F,61.02000045776367,61.5,60.40999984741211,61.09000015258789,61.09000015258789,35861,61.13999938964844,-0.0008181173204053084,-0.0008177827536748339
16,2019-01-25,BZ=F,61.13999938964844,61.90999984741211,60.709999084472656,61.63999938964844,61.63999938964844,30262,61.09000015258789,0.008962811390609006,0.009003097654064263
17,2019-01-28,BZ=F,61.33000183105469,61.66999816894531,59.47999954223633,59.93000030517578,59.93000030517578,34315,61.63999938964844,-0.028133780987742323,-0.027741711573732175
18,2019-01-29,BZ=F,59.97999954223633,61.790000915527344,59.7599983215332,61.31999969482422,61.31999969482422,18715,59.93000030517578,0.022928829464541608,0.023193715711167684
19,2019-01-30,BZ=F,61.25,62.63999938964844,61.06999969482422,61.650001525878906,61.650001525878906,12039,61.31999969482422,0.005367205334185172,0.005381634584100237
20,2019-01-31,BZ=F,61.689998626708984,62.31999969482422,61.63999938964844,61.88999938964844,61.88999938964844,1288,61.650001525878906,0.0038853515283686166,0.0038929092916371033
21,2019-02-01,BZ=F,61.869998931884766,61.869998931884766,61.869998931884766,61.869998931884766,61.869998931884766,30044,61.88999938964844,-0.00032321361035935023,-0.00032316138246746284
22,2019-02-04,BZ=F,62.70000076293945,63.630001068115234,61.279998779296875,62.5099983215332,62.5099983215332,36025,61.869998931884766,0.010291124813514302,0.0103442605575772
23,2019-02-05,BZ=F,62.779998779296875,63.02000045776367,61.720001220703125,61.97999954223633,61.97999954223633,27285,62.5099983215332,-0.00851477211861337,-0.008478624116588729
24,2019-02-06,BZ=F,62.040000915527344,62.79999923706055,61.04999923706055,62.689998626708984,62.689998626708984,26542,61.97999954223633,0.011390178405880486,0.011455293477193873
25,2019-02-07,BZ=F,62.65999984741211,62.900001525878906,60.61000061035156,61.630001068115234,61.630001068115234,33982,62.689998626708984,-0.017053141074570954,-0.016908559288788094
26,2019-02-08,BZ=F,61.599998474121094,62.349998474121094,61.04999923706055,62.099998474121094,62.099998474121094,36111,61.630001068115234,0.007597182062869693,0.0076261138708468845
27,2019-02-11,BZ=F,62.0,62.34000015258789,60.900001525878906,61.5099983215332,61.5099983215332,35285,62.099998474121094,-0.009546228435543314,-0.009500807843558334
28,2019-02-12,BZ=F,61.599998474121094,63.31999969482422,61.540000915527344,62.41999816894531,62.41999816894531,36801,61.5099983215332,0.01468597157563929,0.014794340306355291
